Date,,Start Location,Start District,End Location,End District
2023 7 4 19,65049,шевченко,юго-восточный,центральная,юго-восточный
2023 7 4 19,65050,луговая,октябрьский,спортивная,октябрьский
2023 7 4 19,65051,куйбышева,центральный,школьная,северо-западный
2023 7 4 19,65052,суворова,ленинский,партизанская,ленинский
2023 7 4 19,65053,строителей,центральный,луговая,октябрьский
2023 7 4 19,65054,красная,северо-западный,новая,северо-западный
2023 7 4 19,65055,шевченко,юго-восточный,дачная,центральный
2023 7 4 19,65056,лермонтова,ленинский,озерная,юго-восточный
2023 7 4 19,65057,московская,северо-западный,чехова,заречный
2023 7 4 19,65058,совхозная,центральный,суворова,ленинский
2023 7 4 19,65059,рабочая,северо-западный,мичурина,ленинский
2023 7 4 19,65060,лермонтова,ленинский,комарова,ленинский
2023 7 4 19,65061,юбилейная,юго-восточный,шоссейная,заречный
2023 7 4 19,65062,железнодорожная,центральный,строителей,центральный
2023 7 4 19,65063,лесная,юго-восточный,северная,центральный
2023 7 4 19,65064,чкалова,юго-восточный,шевченко,юго-восточный
2023 7 4 19,65065,зеленая,центральный,береговая,центральный
2023 7 4 19,65066,колхозная,ленинский,комарова,ленинский
2023 7 4 19,65067,березовая,северо-западный,энергетиков,юго-восточный
2023 7 4 19,65068,трудовая,центральный,ломоносова,октябрьский
2023 7 4 19,65069,дорожная,юго-восточный,лермонтова,ленинский
2023 7 4 19,65070,лермонтова,ленинский,строительная,северо-западный
2023 7 4 19,65071,суворова,ленинский,новая,северо-западный
2023 7 4 19,65072,некрасова,северо-западный,рябиновая,северо-западный
2023 7 4 19,65073,комсомольская,заречный,дружбы,центральный
2023 7 4 19,65074,трудовая,центральный,свердлова,центральный
2023 7 4 19,65075,чапаева,северо-западный,чехова,заречный
2023 7 4 19,65076,ломоносова,октябрьский,ломоносова,октябрьский
2023 7 4 19,65077,новая,северо-западный,новая,северо-западный
2023 7 4 19,65078,колхозная,ленинский,калинина,ленинский
2023 7 4 19,65079,майская,октябрьский,восточная,октябрьский
2023 7 4 19,65080,маяковского,центральный,озерная,юго-восточный
2023 7 4 19,65081,кооперативная,центральный,трудовая,центральный
2023 7 4 19,65082,комарова,ленинский,березовая,северо-западный
2023 7 4 19,65083,некрасова,северо-западный,подгорная,ленинский
2023 7 4 19,65084,шевченко,юго-восточный,крупской,центральный
2023 7 4 19,65085,ломоносова,октябрьский,энергетиков,юго-восточный
2023 7 4 19,65086,шевченко,юго-восточный,кирова,ленинский
2023 7 4 19,65087,октябрьская,заречный,молодежная,юго-восточный
2023 7 4 19,65088,кирова,ленинский,дорожная,юго-восточный
2023 7 4 19,65089,чапаева,северо-западный,рябиновая,северо-западный
2023 7 4 19,65090,труда,центральный,пионерская,заречный
2023 7 4 19,65091,заводская,северо-западный,труда,центральный
2023 7 4 19,65092,кооперативная,центральный,строительная,северо-западный
2023 7 4 19,65093,мира,центральный,спортивная,октябрьский
2023 7 4 19,65094,ломоносова,октябрьский,партизанская,ленинский
2023 7 4 19,65095,энтузиастов,центральный,молодежная,юго-восточный
2023 7 4 19,65096,пушкина,центральный,чехова,заречный
2023 7 4 19,65097,красная,северо-западный,пионерская,заречный
2023 7 4 19,65098,гоголя,центральный,маяковского,центральный
2023 7 4 19,65099,красноармейская,юго-восточный,вишневая,юго-восточный
2023 7 4 19,65100,молодежная,юго-восточный,лермонтова,ленинский
2023 7 4 19,65101,свободы,ленинский,строительная,северо-западный
2023 7 4 19,65102,новая,северо-западный,сиреневая,юго-восточный
2023 7 4 19,65103,дачная,центральный,красная,северо-западный
2023 7 4 19,65104,трудовая,центральный,ломоносова,октябрьский
2023 7 4 19,65105,московская,северо-западный,кооперативная,центральный
2023 7 4 19,65106,горького,юго-восточный,западная,ленинский
2023 7 4 19,65107,западная,ленинский,вокзальная,юго-восточный
2023 7 4 19,65108,луговая,октябрьский,калинина,ленинский
2023 7 4 19,65109,энергетиков,юго-восточный,центральная,юго-восточный
2023 7 4 19,65110,цветочная,северо-западный,кирова,ленинский
2023 7 4 19,65111,луговая,октябрьский,первомайская,северо-западный
2023 7 4 19,65112,буденного,октябрьский,восточная,октябрьский
2023 7 4 19,65113,речная,юго-восточный,луговая,октябрьский
2023 7 4 19,65114,полевая,ленинский,подгорная,ленинский
2023 7 4 19,65115,ломоносова,октябрьский,луговая,октябрьский
2023 7 4 19,65116,западная,ленинский,лесная,юго-восточный
2023 7 4 19,65117,центральная,юго-восточный,коммунальная,юго-восточный
2023 7 4 19,65118,карла маркса,ленинский,заречная,юго-восточный
2023 7 4 19,65119,дачная,центральный,дачная,центральный
2023 7 4 2,64365,набережная,центральный,чехова,заречный
2023 7 4 20,65120,кирова,ленинский,березовая,северо-западный
2023 7 4 20,65121,луговая,октябрьский,спортивная,октябрьский
2023 7 4 20,65122,суворова,ленинский,партизанская,ленинский
2023 7 4 20,65123,молодежная,юго-восточный,ломоносова,октябрьский
2023 7 4 20,65124,кооперативная,центральный,шоссейная,заречный
2023 7 4 20,65125,энтузиастов,центральный,молодежная,юго-восточный
2023 7 4 20,65126,строителей,центральный,новая,северо-западный
2023 7 4 20,65127,гоголя,центральный,луговая,октябрьский
2023 7 4 20,65128,октябрьская,заречный,подгорная,ленинский
2023 7 4 20,65129,озерная,юго-восточный,крупской,центральный
2023 7 4 20,65130,колхозная,ленинский,вишневая,юго-восточный
2023 7 4 20,65131,пушкина,центральный,восточная,октябрьский
2023 7 4 20,65132,рябиновая,северо-западный,почтовая,юго-восточный
2023 7 4 20,65133,суворова,ленинский,мичурина,ленинский
2023 7 4 20,65134,калинина,ленинский,чапаева,северо-западный
2023 7 4 20,65135,матросова,центральный,рабочая,северо-западный
2023 7 4 20,65136,колхозная,ленинский,победы,юго-восточный
2023 7 4 20,65137,пушкина,центральный,полевая,ленинский
2023 7 4 20,65138,степная,центральный,молодежная,юго-восточный
2023 7 4 20,65139,сиреневая,юго-восточный,майская,октябрьский
2023 7 4 20,65140,береговая,центральный,сосновая,юго-восточный
2023 7 4 20,65141,энергетиков,юго-восточный,почтовая,юго-восточный
2023 7 4 20,65142,заводская,северо-западный,луговая,октябрьский
2023 7 4 20,65143,строителей,центральный,энтузиастов,центральный
2023 7 4 20,65144,сосновая,юго-восточный,молодежная,юго-восточный
2023 7 4 20,65145,гагарина,центральный,восточная,октябрьский
2023 7 4 20,65146,калинина,ленинский,луговая,октябрьский
2023 7 4 20,65147,куйбышева,центральный,московская,северо-западный
2023 7 4 20,65148,дружбы,центральный,строителей,центральный
2023 7 4 20,65149,чапаева,северо-западный,московская,северо-западный
2023 7 4 20,65150,спортивная,октябрьский,спортивная,октябрьский
2023 7 4 20,65151,железнодорожная,центральный,березовая,северо-западный
2023 7 4 20,65152,ленина,ленинский,комарова,ленинский
2023 7 4 20,65153,молодежная,юго-восточный,дорожная,юго-восточный
2023 7 4 20,65154,мира,центральный,вишневая,юго-восточный
2023 7 4 20,65155,школьная,северо-западный,первомайская,северо-западный
2023 7 4 20,65156,спортивная,октябрьский,шевченко,юго-восточный
2023 7 4 20,65157,пушкина,центральный,спортивная,октябрьский
2023 7 4 20,65158,московская,северо-западный,березовая,северо-западный
2023 7 4 20,65159,колхозная,ленинский,рабочая,северо-западный
2023 7 4 20,65160,комарова,ленинский,мичурина,ленинский
2023 7 4 20,65161,спортивная,октябрьский,чапаева,северо-западный
2023 7 4 20,65162,майская,октябрьский,овражная,центральный
2023 7 4 20,65163,вокзальная,юго-восточный,куйбышева,центральный
2023 7 4 20,65164,колхозная,ленинский,набережная,центральный
2023 7 4 20,65165,шевченко,юго-восточный,буденного,октябрьский
2023 7 4 20,65166,майская,октябрьский,южная,центральный
2023 7 4 20,65167,полевая,ленинский,гагарина,центральный
2023 7 4 20,65168,садовая,заречный,дзержинского,центральный
2023 7 4 20,65169,майская,октябрьский,рябиновая,северо-западный
2023 7 4 20,65170,красная,северо-западный,калинина,ленинский
2023 7 4 20,65171,луговая,октябрьский,дзержинского,центральный
2023 7 4 20,65172,суворова,ленинский,строителей,центральный
2023 7 4 20,65173,луговая,октябрьский,первомайская,северо-западный
2023 7 4 20,65174,западная,ленинский,майская,октябрьский
2023 7 4 20,65175,космонавтов,юго-восточный,московская,северо-западный
2023 7 4 20,65176,красноармейская,юго-восточный,маяковского,центральный
2023 7 4 20,65177,мичурина,ленинский,кирова,ленинский
2023 7 4 20,65178,комарова,ленинский,буденного,октябрьский
2023 7 4 20,65179,дружбы,центральный,западная,ленинский
2023 7 4 20,65180,суворова,ленинский,советская,центральный
2023 7 4 20,65181,буденного,октябрьский,шевченко,юго-восточный
2023 7 4 20,65182,матросова,центральный,мичурина,ленинский
2023 7 4 20,65183,кирова,ленинский,зеленая,центральный
2023 7 4 20,65184,нагорная,центральный,рабочая,северо-западный
2023 7 4 20,65185,кирова,ленинский,пионерская,заречный
2023 7 4 20,65186,крупской,центральный,майская,октябрьский
2023 7 4 20,65187,строительная,северо-западный,чехова,заречный
2023 7 4 20,65188,труда,центральный,подгорная,ленинский
2023 7 4 20,65189,западная,ленинский,кирова,ленинский
2023 7 4 20,65190,березовая,северо-западный,кооперативная,центральный
2023 7 4 20,65191,комарова,ленинский,степная,центральный
2023 7 4 20,65192,спортивная,октябрьский,некрасова,северо-западный
2023 7 4 20,65193,лесная,юго-восточный,космонавтов,юго-восточный
2023 7 4 20,65194,овражная,центральный,ломоносова,октябрьский
2023 7 4 20,65195,набережная,центральный,матросова,центральный
2023 7 4 20,65196,зеленая,центральный,свободы,ленинский
2023 7 4 20,65197,чехова,заречный,колхозная,ленинский
2023 7 4 21,65198,полевая,ленинский,ленина,ленинский
2023 7 4 21,65199,садовая,заречный,ленина,ленинский
2023 7 4 21,65200,ленина,ленинский,первомайская,северо-западный
2023 7 4 21,65201,чапаева,северо-западный,чехова,заречный
2023 7 4 21,65202,полевая,ленинский,мичурина,ленинский
2023 7 4 21,65203,зеленая,центральный,строительная,северо-западный
2023 7 4 21,65204,речная,юго-восточный,трудовая,центральный
2023 7 4 21,65205,рабочая,северо-западный,октябрьская,заречный
2023 7 4 21,65206,шоссейная,заречный,колхозная,ленинский
2023 7 4 21,65207,первомайская,северо-западный,майская,октябрьский
2023 7 4 21,65208,луговая,октябрьский,лермонтова,ленинский
2023 7 4 21,65209,комарова,ленинский,кирова,ленинский
2023 7 4 21,65210,подгорная,ленинский,шоссейная,заречный
2023 7 4 21,65211,мичурина,ленинский,комсомольская,заречный
2023 7 4 21,65212,пролетарская,центральный,пролетарская,центральный
2023 7 4 21,65213,суворова,ленинский,спортивная,октябрьский
2023 7 4 21,65214,полевая,ленинский,мира,центральный
2023 7 4 21,65215,партизанская,ленинский,строителей,центральный
2023 7 4 21,65216,октябрьская,заречный,совхозная,центральный
2023 7 4 21,65217,буденного,октябрьский,речная,юго-восточный
2023 7 4 21,65218,ленина,ленинский,железнодорожная,центральный
2023 7 4 21,65219,буденного,октябрьский,садовая,заречный
2023 7 4 21,65220,центральная,юго-восточный,колхозная,ленинский
2023 7 4 21,65221,пушкина,центральный,вокзальная,юго-восточный
2023 7 4 21,65222,западная,ленинский,шоссейная,заречный
2023 7 4 21,65223,юбилейная,юго-восточный,шоссейная,заречный
2023 7 4 21,65224,почтовая,юго-восточный,озерная,юго-восточный
2023 7 4 21,65225,степная,центральный,кирова,ленинский
2023 7 4 21,65226,гагарина,центральный,буденного,октябрьский
2023 7 4 21,65227,свердлова,центральный,майская,октябрьский
2023 7 4 21,65228,куйбышева,центральный,октябрьская,заречный
2023 7 4 21,65229,калинина,ленинский,энергетиков,юго-восточный
2023 7 4 21,65230,цветочная,северо-западный,карла маркса,ленинский
2023 7 4 21,65231,труда,центральный,пролетарская,центральный
2023 7 4 21,65232,центральная,юго-восточный,луговая,октябрьский
2023 7 4 21,65233,пушкина,центральный,степная,центральный
2023 7 4 21,65234,озерная,юго-восточный,совхозная,центральный
2023 7 4 21,65235,спортивная,октябрьский,школьная,северо-западный
2023 7 4 21,65236,рябиновая,северо-западный,западная,ленинский
2023 7 4 21,65237,колхозная,ленинский,крупской,центральный
2023 7 4 21,65238,коммунальная,юго-восточный,полевая,ленинский
2023 7 4 21,65239,луговая,октябрьский,колхозная,ленинский
2023 7 4 21,65240,энергетиков,юго-восточный,калинина,ленинский
2023 7 4 21,65241,цветочная,северо-западный,чехова,заречный
2023 7 4 21,65242,пролетарская,центральный,свердлова,центральный
2023 7 4 21,65243,энтузиастов,центральный,труда,центральный
2023 7 4 21,65244,восточная,октябрьский,железнодорожная,центральный
2023 7 4 21,65245,красноармейская,юго-восточный,сиреневая,юго-восточный
2023 7 4 21,65246,свердлова,центральный,чехова,заречный
2023 7 4 21,65247,пушкина,центральный,рабочая,северо-западный
2023 7 4 21,65248,крупской,центральный,речная,юго-восточный
2023 7 4 21,65249,свободы,ленинский,центральная,юго-восточный
2023 7 4 21,65250,энтузиастов,центральный,колхозная,ленинский
2023 7 4 22,65251,северная,центральный,заречная,юго-восточный
2023 7 4 22,65252,солнечная,центральный,чехова,заречный
2023 7 4 22,65253,колхозная,ленинский,ломоносова,октябрьский
2023 7 4 22,65254,зеленая,центральный,сиреневая,юго-восточный
2023 7 4 22,65255,шоссейная,заречный,лермонтова,ленинский
2023 7 4 22,65256,пролетарская,центральный,шоссейная,заречный
2023 7 4 22,65257,комсомольская,заречный,лесная,юго-восточный
2023 7 4 22,65258,подгорная,ленинский,шевченко,юго-восточный
2023 7 4 22,65259,юбилейная,юго-восточный,советская,центральный
2023 7 4 22,65260,озерная,юго-восточный,чехова,заречный
2023 7 4 22,65261,береговая,центральный,заречная,юго-восточный
2023 7 4 22,65262,солнечная,центральный,цветочная,северо-западный
2023 7 4 22,65263,чкалова,юго-восточный,ломоносова,октябрьский
2023 7 4 22,65264,майская,октябрьский,сосновая,юго-восточный
2023 7 4 22,65265,энергетиков,юго-восточный,березовая,северо-западный
2023 7 4 22,65266,новая,северо-западный,шоссейная,заречный
2023 7 4 22,65267,восточная,октябрьский,строительная,северо-западный
2023 7 4 22,65268,победы,юго-восточный,сиреневая,юго-восточный
2023 7 4 22,65269,красноармейская,юго-восточный,дружбы,центральный
2023 7 4 22,65270,новая,северо-западный,почтовая,юго-восточный
2023 7 4 22,65271,почтовая,юго-восточный,куйбышева,центральный
2023 7 4 22,65272,победы,юго-восточный,красная,северо-западный
2023 7 4 22,65273,северная,центральный,свободы,ленинский
2023 7 4 22,65274,майская,октябрьский,совхозная,центральный
2023 7 4 22,65275,западная,ленинский,коммунальная,юго-восточный
2023 7 4 22,65276,чапаева,северо-западный,дружбы,центральный
2023 7 4 22,65277,центральная,юго-восточный,восточная,октябрьский
2023 7 4 22,65278,лесная,юго-восточный,первомайская,северо-западный
2023 7 4 22,65279,энтузиастов,центральный,чехова,заречный
2023 7 4 22,65280,шевченко,юго-восточный,ленина,ленинский
2023 7 4 23,65281,вишневая,юго-восточный,суворова,ленинский
2023 7 4 23,65282,сиреневая,юго-восточный,восточная,октябрьский
2023 7 4 23,65283,южная,центральный,мичурина,ленинский
2023 7 4 23,65284,лермонтова,ленинский,сиреневая,юго-восточный
2023 7 4 23,65285,молодежная,юго-восточный,совхозная,центральный
2023 7 4 23,65286,пионерская,заречный,садовая,заречный
2023 7 4 23,65287,заречная,юго-восточный,садовая,заречный
2023 7 4 23,65288,пионерская,заречный,коммунальная,юго-восточный
2023 7 4 23,65289,новая,северо-западный,красноармейская,юго-восточный
2023 7 4 23,65290,комсомольская,заречный,майская,октябрьский
2023 7 4 23,65291,центральная,юго-восточный,крупской,центральный
2023 7 4 23,65292,комсомольская,заречный,восточная,октябрьский
2023 7 4 23,65293,пушкина,центральный,речная,юго-восточный
2023 7 4 23,65294,майская,октябрьский,карла маркса,ленинский
2023 7 4 23,65295,ленина,ленинский,ленина,ленинский
2023 7 4 23,65296,рабочая,северо-западный,красноармейская,юго-восточный
2023 7 4 3,64366,энергетиков,юго-восточный,октябрьская,заречный
2023 7 4 4,64367,новая,северо-западный,нагорная,центральный
2023 7 4 4,64368,ленина,ленинский,заречная,юго-восточный
2023 7 4 5,64369,куйбышева,центральный,дачная,центральный
2023 7 4 5,64370,кирова,ленинский,дзержинского,центральный
2023 7 4 5,64371,восточная,октябрьский,дзержинского,центральный
2023 7 4 5,64372,труда,центральный,цветочная,северо-западный
2023 7 4 5,64373,рабочая,северо-западный,пионерская,заречный
2023 7 4 5,64374,дзержинского,центральный,комсомольская,заречный
2023 7 4 5,64375,спортивная,октябрьский,березовая,северо-западный
2023 7 4 5,64376,березовая,северо-западный,чехова,заречный
2023 7 4 5,64377,горького,юго-восточный,дзержинского,центральный
2023 7 4 5,64378,луговая,октябрьский,спортивная,октябрьский
2023 7 4 5,64379,солнечная,центральный,ленина,ленинский
2023 7 4 5,64380,космонавтов,юго-восточный,строителей,центральный
2023 7 4 6,64381,западная,ленинский,советская,центральный
2023 7 4 6,64382,сосновая,юго-восточный,северная,центральный
2023 7 4 6,64383,строительная,северо-западный,новая,северо-западный
2023 7 4 6,64384,энергетиков,юго-восточный,гагарина,центральный
2023 7 4 6,64385,совхозная,центральный,калинина,ленинский
2023 7 4 6,64386,чехова,заречный,речная,юго-восточный
2023 7 4 6,64387,спортивная,октябрьский,октябрьская,заречный
2023 7 4 6,64388,калинина,ленинский,пушкина,центральный
2023 7 4 6,64389,совхозная,центральный,комсомольская,заречный
2023 7 4 6,64390,юбилейная,юго-восточный,калинина,ленинский
2023 7 4 6,64391,полевая,ленинский,калинина,ленинский
2023 7 4 6,64392,буденного,октябрьский,рябиновая,северо-западный
2023 7 4 6,64393,крупской,центральный,южная,центральный
2023 7 4 6,64394,набережная,центральный,совхозная,центральный
2023 7 4 6,64395,пионерская,заречный,дружбы,центральный
2023 7 4 6,64396,речная,юго-восточный,новая,северо-западный
2023 7 4 6,64397,майская,октябрьский,рабочая,северо-западный
2023 7 4 6,64398,космонавтов,юго-восточный,новая,северо-западный
2023 7 4 6,64399,почтовая,юго-восточный,колхозная,ленинский
2023 7 4 6,64400,куйбышева,центральный,дорожная,юго-восточный
2023 7 4 6,64401,луговая,октябрьский,буденного,октябрьский
2023 7 4 6,64402,юбилейная,юго-восточный,березовая,северо-западный
2023 7 4 6,64403,пионерская,заречный,мичурина,ленинский
2023 7 4 6,64404,речная,юго-восточный,шевченко,юго-восточный
2023 7 4 6,64405,восточная,октябрьский,комарова,ленинский
2023 7 4 6,64406,цветочная,северо-западный,кооперативная,центральный
2023 7 4 6,64407,вокзальная,юго-восточный,нагорная,центральный
2023 7 4 6,64408,гагарина,центральный,суворова,ленинский
2023 7 4 6,64409,комсомольская,заречный,центральная,юго-восточный
2023 7 4 6,64410,цветочная,северо-западный,строительная,северо-западный
2023 7 4 6,64411,комсомольская,заречный,суворова,ленинский
2023 7 4 6,64412,заводская,северо-западный,коммунальная,юго-восточный
2023 7 4 6,64413,коммунальная,юго-восточный,восточная,октябрьский
2023 7 4 6,64414,березовая,северо-западный,зеленая,центральный
2023 7 4 7,64415,пушкина,центральный,майская,октябрьский
2023 7 4 7,64416,буденного,октябрьский,чапаева,северо-западный
2023 7 4 7,64417,южная,центральный,мичурина,ленинский
2023 7 4 7,64418,чкалова,юго-восточный,буденного,октябрьский
2023 7 4 7,64419,колхозная,ленинский,овражная,центральный
2023 7 4 7,64420,мира,центральный,буденного,октябрьский
2023 7 4 7,64421,полевая,ленинский,береговая,центральный
2023 7 4 7,64422,нагорная,центральный,рабочая,северо-западный
2023 7 4 7,64423,московская,северо-западный,новая,северо-западный
2023 7 4 7,64424,садовая,заречный,западная,ленинский
2023 7 4 7,64425,калинина,ленинский,красная,северо-западный
2023 7 4 7,64426,спортивная,октябрьский,сиреневая,юго-восточный
2023 7 4 7,64427,луговая,октябрьский,трудовая,центральный
2023 7 4 7,64428,майская,октябрьский,победы,юго-восточный
2023 7 4 7,64429,спортивная,октябрьский,сиреневая,юго-восточный
2023 7 4 7,64430,овражная,центральный,чапаева,северо-западный
2023 7 4 7,64431,южная,центральный,гоголя,центральный
2023 7 4 7,64432,горького,юго-восточный,совхозная,центральный
2023 7 4 7,64433,октябрьская,заречный,мичурина,ленинский
2023 7 4 7,64434,партизанская,ленинский,луговая,октябрьский
2023 7 4 7,64435,свердлова,центральный,калинина,ленинский
2023 7 4 7,64436,вокзальная,юго-восточный,дорожная,юго-восточный
2023 7 4 7,64437,луговая,октябрьский,первомайская,северо-западный
2023 7 4 7,64438,озерная,юго-восточный,садовая,заречный
2023 7 4 7,64439,шоссейная,заречный,некрасова,северо-западный
2023 7 4 7,64440,молодежная,юго-восточный,дзержинского,центральный
2023 7 4 7,64441,луговая,октябрьский,вишневая,юго-восточный
2023 7 4 7,64442,строителей,центральный,кирова,ленинский
2023 7 4 7,64443,кооперативная,центральный,речная,юго-восточный
2023 7 4 7,64444,октябрьская,заречный,московская,северо-западный
2023 7 4 7,64445,молодежная,юго-восточный,юбилейная,юго-восточный
2023 7 4 7,64446,дружбы,центральный,пушкина,центральный
2023 7 4 7,64447,кирова,ленинский,буденного,октябрьский
2023 7 4 7,64448,новая,северо-западный,восточная,октябрьский
2023 7 4 7,64449,вокзальная,юго-восточный,ломоносова,октябрьский
2023 7 4 7,64450,горького,юго-восточный,крупской,центральный
2023 7 4 7,64451,спортивная,октябрьский,крупской,центральный
2023 7 4 7,64452,полевая,ленинский,березовая,северо-западный
2023 7 4 7,64453,чехова,заречный,победы,юго-восточный
2023 7 4 7,64454,садовая,заречный,московская,северо-западный
2023 7 4 7,64455,буденного,октябрьский,заводская,северо-западный
2023 7 4 7,64456,некрасова,северо-западный,энтузиастов,центральный
2023 7 4 7,64457,железнодорожная,центральный,северная,центральный
2023 7 4 7,64458,космонавтов,юго-восточный,буденного,октябрьский
2023 7 4 7,64459,центральная,юго-восточный,мира,центральный
2023 7 4 7,64460,первомайская,северо-западный,дзержинского,центральный
2023 7 4 7,64461,советская,центральный,гоголя,центральный
2023 7 4 7,64462,центральная,юго-восточный,мира,центральный
2023 7 4 7,64463,зеленая,центральный,овражная,центральный
2023 7 4 7,64464,молодежная,юго-восточный,майская,октябрьский
2023 7 4 7,64465,красная,северо-западный,пролетарская,центральный
2023 7 4 7,64466,березовая,северо-западный,южная,центральный
2023 7 4 7,64467,комарова,ленинский,садовая,заречный
2023 7 4 7,64468,партизанская,ленинский,речная,юго-восточный
2023 7 4 7,64469,гагарина,центральный,пионерская,заречный
2023 7 4 7,64470,сосновая,юго-восточный,луговая,октябрьский
2023 7 4 7,64471,лермонтова,ленинский,ломоносова,октябрьский
2023 7 4 7,64472,комсомольская,заречный,карла маркса,ленинский
2023 7 4 7,64473,энтузиастов,центральный,рабочая,северо-западный
2023 7 4 7,64474,дачная,центральный,комсомольская,заречный
2023 7 4 7,64475,южная,центральный,северная,центральный
2023 7 4 7,64476,советская,центральный,партизанская,ленинский
2023 7 4 7,64477,луговая,октябрьский,энергетиков,юго-восточный
2023 7 4 7,64478,шевченко,юго-восточный,кооперативная,центральный
2023 7 4 7,64479,восточная,октябрьский,ломоносова,октябрьский
2023 7 4 8,64480,подгорная,ленинский,березовая,северо-западный
2023 7 4 8,64481,пролетарская,центральный,совхозная,центральный
2023 7 4 8,64482,заречная,юго-восточный,свердлова,центральный
2023 7 4 8,64483,луговая,октябрьский,некрасова,северо-западный
2023 7 4 8,64484,южная,центральный,майская,октябрьский
2023 7 4 8,64485,пролетарская,центральный,зеленая,центральный
2023 7 4 8,64486,школьная,северо-западный,парковая,юго-восточный
2023 7 4 8,64487,горького,юго-восточный,подгорная,ленинский
2023 7 4 8,64488,садовая,заречный,энергетиков,юго-восточный
2023 7 4 8,64489,некрасова,северо-западный,восточная,октябрьский
2023 7 4 8,64490,партизанская,ленинский,свободы,ленинский
2023 7 4 8,64491,красная,северо-западный,трудовая,центральный
2023 7 4 8,64492,суворова,ленинский,южная,центральный
2023 7 4 8,64493,набережная,центральный,заводская,северо-западный
2023 7 4 8,64494,мичурина,ленинский,шевченко,юго-восточный
2023 7 4 8,64495,парковая,юго-восточный,спортивная,октябрьский
2023 7 4 8,64496,степная,центральный,рябиновая,северо-западный
2023 7 4 8,64497,восточная,октябрьский,ломоносова,октябрьский
2023 7 4 8,64498,чехова,заречный,цветочная,северо-западный
2023 7 4 8,64499,свободы,ленинский,чапаева,северо-западный
2023 7 4 8,64500,садовая,заречный,строителей,центральный
2023 7 4 8,64501,карла маркса,ленинский,победы,юго-восточный
2023 7 4 8,64502,свободы,ленинский,пионерская,заречный
2023 7 4 8,64503,молодежная,юго-восточный,садовая,заречный
2023 7 4 8,64504,строительная,северо-западный,матросова,центральный
2023 7 4 8,64505,чкалова,юго-восточный,заводская,северо-западный
2023 7 4 8,64506,подгорная,ленинский,почтовая,юго-восточный
2023 7 4 8,64507,мичурина,ленинский,дорожная,юго-восточный
2023 7 4 8,64508,северная,центральный,молодежная,юго-восточный
2023 7 4 8,64509,парковая,юго-восточный,новая,северо-западный
2023 7 4 8,64510,комсомольская,заречный,дзержинского,центральный
2023 7 4 8,64511,железнодорожная,центральный,западная,ленинский
2023 7 4 8,64512,дружбы,центральный,красная,северо-западный
2023 7 4 8,64513,комсомольская,заречный,суворова,ленинский
2023 7 4 8,64514,пушкина,центральный,гагарина,центральный
2023 7 4 8,64515,ломоносова,октябрьский,вишневая,юго-восточный
2023 7 4 8,64516,энтузиастов,центральный,дачная,центральный
2023 7 4 8,64517,лесная,юго-восточный,коммунальная,юго-восточный
2023 7 4 8,64518,майская,октябрьский,спортивная,октябрьский
2023 7 4 8,64519,восточная,октябрьский,майская,октябрьский
2023 7 4 8,64520,октябрьская,заречный,буденного,октябрьский
2023 7 4 8,64521,сосновая,юго-восточный,первомайская,северо-западный
2023 7 4 9,64522,школьная,северо-западный,дорожная,юго-восточный
2023 7 4 9,64523,некрасова,северо-западный,западная,ленинский
2023 7 4 9,64524,красноармейская,юго-восточный,солнечная,центральный
2023 7 4 9,64525,буденного,октябрьский,мичурина,ленинский
2023 7 4 9,64526,ломоносова,октябрьский,матросова,центральный
2023 7 4 9,64527,луговая,октябрьский,новая,северо-западный
2023 7 4 9,64528,некрасова,северо-западный,западная,ленинский
2023 7 4 9,64529,спортивная,октябрьский,майская,октябрьский
2023 7 4 9,64530,нагорная,центральный,калинина,ленинский
2023 7 4 9,64531,спортивная,октябрьский,спортивная,октябрьский
2023 7 4 9,64532,новая,северо-западный,ленина,ленинский
2023 7 4 9,64533,красная,северо-западный,победы,юго-восточный
2023 7 4 9,64534,труда,центральный,комарова,ленинский
2023 7 4 9,64535,пушкина,центральный,буденного,октябрьский
2023 7 4 9,64536,береговая,центральный,чехова,заречный
2023 7 4 9,64537,энтузиастов,центральный,кирова,ленинский
2023 7 4 9,64538,луговая,октябрьский,комсомольская,заречный
2023 7 4 9,64539,луговая,октябрьский,озерная,юго-восточный
2023 7 4 9,64540,гоголя,центральный,новая,северо-западный
2023 7 4 9,64541,восточная,октябрьский,озерная,юго-восточный
2023 7 4 9,64542,строительная,северо-западный,юбилейная,юго-восточный
2023 7 4 9,64543,чехова,заречный,куйбышева,центральный
2023 7 4 9,64544,суворова,ленинский,чехова,заречный
2023 7 4 9,64545,почтовая,юго-восточный,чехова,заречный
2023 7 4 9,64546,западная,ленинский,ломоносова,октябрьский
2023 7 4 9,64547,пролетарская,центральный,сиреневая,юго-восточный
2023 7 4 9,64548,лермонтова,ленинский,степная,центральный
2023 7 4 9,64549,чехова,заречный,спортивная,октябрьский
2023 7 4 9,64550,молодежная,юго-восточный,маяковского,центральный
2023 7 4 9,64551,комсомольская,заречный,школьная,северо-западный
2023 7 4 9,64552,трудовая,центральный,октябрьская,заречный
2023 7 4 9,64553,рябиновая,северо-западный,коммунальная,юго-восточный
2023 7 4 9,64554,суворова,ленинский,шевченко,юго-восточный
2023 7 4 9,64555,западная,ленинский,первомайская,северо-западный
