Id,Start Date,End Date,Start Location,Start District,End Location,End District,Distance,Promo
195181,2023-07-29 20:31:25,2023-07-29 20:55:58,Буденного,Октябрьский,ул. спортивная,Октябрьский,3959.0,0
195182,2023-07-29 20:32:11,2023-07-29 21:36:50,Некрасова,Северо-Западный,Заречная,Юго-Восточный,5105.0,0
195183,2023-07-29 20:33:42,2023-07-29 20:48:31,озерная,юго-восточный,молодежная,Юго-Восточный,2098.0,0
195184,2023-07-29 20:34:23,2023-07-29 21:10:31,Почтовая,Юго-Восточный,Трудовая,Центральный,4992.0,0
195184,2023-07-29 20:34:23,2023-07-29 21:10:31,Почтовая,Юго-Восточный,Трудовая,Центральный,4992.0,0
195185,2023-07-29 20:35:17,2023-07-29 21:03:27,школьная,северо-западный,центральная,Юго-Восточный,3864.0,0
195186,2023-07-29 20:36:08,2023-07-29 20:54:40,Спортивная,Октябрьский,Чапаева,Северо-Западный,2886.0,0
195187,2023-07-29 20:36:16,2023-07-29 21:00:08,Московская,Северо-Западный,Трудовая,Центральный,3123.0,0
195188,2023-07-29 20:38:01,2023-07-29 21:11:18,Восточная,Октябрьский,ул. майская,Октябрьский,4064.0,0
195189,2023-07-29 20:38:14,2023-07-29 21:11:13,Пролетарская,Центральный,ул. школьная,Северо-Западный,3877.0,0
195190,2023-07-29 20:40:00,2023-07-29 20:54:22,Куйбышева,Центральный,Лесная,Юго-Восточный,3248.0,0
195191,2023-07-29 20:42:52,2023-07-29 20:58:49,Спортивная,Октябрьский,Майская,Октябрьский,2996.0,0
195192,2023-07-29 20:43:49,2023-07-29 21:16:58,вишневая,Юго-Восточный,лермонтова,Ленинский,5300.0,0
195192,2023-07-29 20:43:49,2023-07-29 21:16:58,вишневая,Юго-Восточный,лермонтова,Ленинский,5300.0,0
195193,2023-07-29 20:44:14,2023-07-29 21:04:29,ул.нагорная,Центральный,ул.заводская,Северо-Западный,3212.0,0
195194,2023-07-29 20:44:28,2023-07-29 21:24:03,Западная,ленинский,Крупской,Центральный,5373.0,0
195195,2023-07-29 20:45:14,2023-07-29 21:06:23,Чкалова,Юго-Восточный,Комсомольская,Заречный,3718.0,0
195196,2023-07-29 20:45:25,2023-07-29 21:10:16,Мичурина,Ленинский,Строителей,центральный,4395.0,0
195197,2023-07-29 20:45:25,2023-07-29 21:04:32,ул.юбилейная,Юго-Восточный,ул.победы,юго-восточный,3058.0,0
195198,2023-07-29 20:45:52,2023-07-29 21:00:56,ул чехова,заречный,крупской,Центральный,3117.0,0
195199,2023-07-29 20:46:31,2023-07-29 21:04:39,Восточная,Октябрьский,Шоссейная,заречный,3047.0,0
195200,2023-07-29 20:51:26,2023-07-29 21:13:03,лесная,Юго-Восточный,пионерская,Заречный,3823.0,0
195201,2023-07-29 20:51:40,2023-07-29 21:22:04,Трудовая,Центральный,ул. спортивная,Октябрьский,3600.0,0
195202,2023-07-29 20:52:28,2023-07-29 21:06:31,свердлова,Центральный,ул.колхозная,Ленинский,2467.0,0
195203,2023-07-29 20:53:11,2023-07-29 22:02:16,Космонавтов,Юго-Восточный,Рабочая,северо-западный,7472.0,0
195204,2023-07-29 20:53:24,2023-07-29 21:33:28,Суворова,Ленинский,Луговая,октябрьский,4531.0,0
195205,2023-07-29 20:53:40,2023-07-29 21:11:56,Энергетиков,юго-восточный,Садовая,Заречный,3463.0,0
195206,2023-07-29 20:55:06,2023-07-29 21:27:05,Колхозная,Ленинский,Ломоносова,Октябрьский,4091.0,0
195207,2023-07-29 20:56:28,2023-07-29 21:29:13,ул. буденного,Октябрьский,ул.колхозная,Ленинский,4633.0,0
195208,2023-07-29 21:01:38,2023-07-29 21:25:45,Подгорная,ленинский,Луговая,Октябрьский,3590.0,0
195209,2023-07-29 21:02:01,2023-07-29 21:47:53,Береговая,центральный,Парковая,Юго-Восточный,5114.0,0
195210,2023-07-29 21:02:51,2023-07-29 21:28:20,Некрасова,Северо-Западный,Рабочая,северо-западный,3424.0,0
195211,2023-07-29 21:06:06,2023-07-29 21:19:34,Цветочная,Северо-Западный,Партизанская,Ленинский,2819.0,0
195212,2023-07-29 21:06:37,2023-07-29 21:39:30,Свободы,ленинский,Южная,Центральный,4679.0,0
195213,2023-07-29 21:06:38,2023-07-29 21:27:05,ломоносова,Октябрьский,коммунальная,юго-восточный,3.0,0
195214,2023-07-29 21:07:19,2023-07-29 21:38:16,Дзержинского,Центральный,ул. кирова,Ленинский,4073.0,0
195215,2023-07-29 21:07:32,2023-07-29 21:25:22,Красноармейская,юго-восточный,Южная,Центральный,3235.0,0
195216,2023-07-29 21:07:35,2023-07-29 21:27:56,Матросова,Центральный,Мира,Центральный,2883.0,0
195217,2023-07-29 21:09:18,2023-07-29 21:37:42,Маяковского,Центральный,Северная,Центральный,4218.0,0
195218,2023-07-29 21:10:07,2023-07-29 21:33:50,Шевченко,Юго-Восточный,Суворова,ленинский,4640.0,0
195219,2023-07-29 21:12:04,2023-07-29 21:36:55,ул.коммунальная,юго-восточный,ул.рябиновая,Северо-Западный,3718.0,0
195220,2023-07-29 21:13:09,2023-07-29 21:39:26,ул. майская,Октябрьский,ул.чапаева,Северо-Западный,2770.0,0
195221,2023-07-29 21:15:22,2023-07-29 21:52:12,Комарова,Ленинский,Крупской,Центральный,3760.0,0
195222,2023-07-29 21:15:29,2023-07-29 21:45:27,новая,Северо-Западный,западная,Ленинский,3.0,0
195223,2023-07-29 21:15:31,2023-07-29 21:48:51,Сиреневая,Юго-Восточный,Овражная,центральный,4747.0,0
195224,2023-07-29 21:16:31,2023-07-29 21:43:39,Маяковского,Центральный,Нагорная,Центральный,3648.0,0
195225,2023-07-29 21:18:48,2023-07-29 21:45:09,Кирова,Ленинский,ул. восточная,октябрьский,4.0,0
195226,2023-07-29 21:20:37,2023-07-29 22:00:06,Красноармейская,Юго-Восточный,Березовая,Северо-Западный,5879.0,0
195227,2023-07-29 21:21:25,2023-07-29 22:05:42,Овражная,центральный,ул. советская,Центральный,4035.0,0
195228,2023-07-29 21:22:02,2023-07-29 21:44:07,Строителей,Центральный,Энтузиастов,Центральный,3380.0,0
195229,2023-07-29 21:22:23,2023-07-29 21:51:08,Первомайская,Северо-Западный,Шоссейная,заречный,4468.0,0
195230,2023-07-29 21:23:58,2023-07-29 21:50:02,Мира,Центральный,Труда,центральный,2756.0,0
195231,2023-07-29 21:24:32,2023-07-29 21:54:24,Чехова,заречный,ул. шевченко,юго-восточный,4012.0,0
195232,2023-07-29 21:24:40,2023-07-29 21:47:01,Заводская,северо-западный,Матросова,Центральный,3883.0,0
195233,2023-07-29 21:24:50,2023-07-29 22:01:19,Рябиновая,Северо-Западный,Шоссейная,заречный,4808.0,0
195234,2023-07-29 21:25:29,2023-07-29 21:50:44,ломоносова,Октябрьский,ломоносова,Октябрьский,3611.0,0
195235,2023-07-29 21:25:30,2023-07-29 21:52:06,Комсомольская,Заречный,Заречная,Юго-Восточный,2894.0,0
195236,2023-07-29 21:26:00,2023-07-29 21:49:16,Солнечная,Центральный,Советская,центральный,3638.0,0
195237,2023-07-29 21:26:35,2023-07-29 21:44:22,степная,Центральный,первомайская,Северо-Западный,2109.0,0
195238,2023-07-29 21:27:07,2023-07-29 21:40:46,Почтовая,Юго-Восточный,Комарова,Ленинский,2222.0,0
195239,2023-07-29 21:28:11,2023-07-29 21:48:33,Коммунальная,Юго-Восточный,Центральная,юго-восточный,3140.0,0
195240,2023-07-29 21:28:11,2023-07-29 21:44:39,Озерная,Юго-Восточный,Красноармейская,Юго-Восточный,2345.0,0
195241,2023-07-29 21:29:48,2023-07-29 21:50:54,ул.полевая,Ленинский,ул.вокзальная,Юго-Восточный,3776.0,0
195242,2023-07-29 21:30:23,2023-07-29 21:58:31,ул.комсомольская,заречный,ул.труда,Центральный,4565.0,0
195243,2023-07-29 21:30:39,2023-07-29 22:04:16,Комарова,Ленинский,Энтузиастов,Центральный,4693.0,0
195244,2023-07-29 21:31:08,2023-07-29 21:43:22,рабочая,Северо-Западный,заводская,Северо-Западный,1610.0,0
195245,2023-07-29 21:31:45,2023-07-29 21:56:26,Вокзальная,Юго-Восточный,Садовая,Заречный,2951.0,0
195246,2023-07-29 21:32:57,2023-07-29 22:05:45,Трудовая,Центральный,ул. новая,Северо-Западный,4732.0,0
195247,2023-07-29 21:34:09,2023-07-29 22:03:14,Береговая,Центральный,Карла Маркса,Ленинский,4206.0,0
195248,2023-07-29 21:34:24,2023-07-29 21:58:28,ул. восточная,Октябрьский,ул.космонавтов,юго-восточный,2757.0,0
195249,2023-07-29 21:34:40,2023-07-29 22:04:27,Красная,Северо-Западный,Вишневая,юго-восточный,4274.0,0
195250,2023-07-29 21:35:24,2023-07-29 22:02:25,Береговая,Центральный,Красноармейская,Юго-Восточный,2688.0,0
195250,2023-07-29 21:35:24,2023-07-29 22:02:25,Береговая,Центральный,Красноармейская,Юго-Восточный,2688.0,0
195251,2023-07-29 21:35:43,2023-07-29 21:55:20,сиреневая,Юго-Восточный,спортивная,октябрьский,3362.0,0
195251,2023-07-29 21:35:43,2023-07-29 21:55:20,сиреневая,Юго-Восточный,спортивная,октябрьский,3362.0,0
195252,2023-07-29 21:38:21,2023-07-29 22:13:08,Березовая,северо-западный,Луговая,Октябрьский,5552.0,0
195253,2023-07-29 21:40:10,2023-07-29 22:04:48,ул. южная,центральный,ул.заводская,северо-западный,3326.0,0
195254,2023-07-29 21:40:47,2023-07-29 22:15:48,Кирова,Ленинский,ул. спортивная,Октябрьский,4029.0,0
195255,2023-07-29 21:41:49,2023-07-29 22:08:06,Кирова,Ленинский,Вишневая,юго-восточный,4413.0,0
195256,2023-07-29 21:42:57,2023-07-29 22:37:43,ул. совхозная,Центральный,ул.чкалова,юго-восточный,4718.0,0
195257,2023-07-29 21:44:39,2023-07-29 22:12:37,Мира,Центральный,ул. восточная,Октябрьский,4636.0,0
195258,2023-07-29 21:45:18,2023-07-29 22:05:58,Ломоносова,Октябрьский,Чапаева,Северо-Западный,3.0,0
195259,2023-07-29 21:46:33,2023-07-29 22:16:35,Пролетарская,центральный,Буденного,Октябрьский,3579.0,0
195260,2023-07-29 21:46:55,2023-07-29 22:01:49,ул.строительная,Северо-Западный,ул.буденного,Октябрьский,2221.0,0
195261,2023-07-29 21:47:20,2023-07-29 22:11:30,Садовая,Заречный,Рябиновая,Северо-Западный,3323.0,0
195262,2023-07-29 21:47:24,2023-07-29 22:10:41,ул. суворова,ленинский,ул.чехова,Заречный,3817.0,0
195263,2023-07-29 21:47:57,2023-07-29 22:09:36,Солнечная,Центральный,Почтовая,Юго-Восточный,3698.0,0
195264,2023-07-29 21:50:00,2023-07-29 22:09:49,Лесная,Юго-Восточный,Строителей,центральный,3413.0,0
195265,2023-07-29 21:50:56,2023-07-29 22:17:28,ул. гагарина,центральный,ул.кирова,Ленинский,3831.0,0
195266,2023-07-29 21:53:18,2023-07-29 22:12:46,Комсомольская,Заречный,Комсомольская,заречный,2826.0,0
195267,2023-07-29 21:53:21,2023-07-29 22:28:36,Западная,ленинский,Луговая,Октябрьский,4151.0,0
195268,2023-07-29 21:54:47,2023-07-29 22:18:07,Лермонтова,Ленинский,Юбилейная,юго-восточный,3381.0,0
195269,2023-07-29 21:54:54,2023-07-29 22:25:57,ул. майская,октябрьский,ул.буденного,Октябрьский,3984.0,0
195270,2023-07-29 21:56:12,2023-07-29 22:11:37,ул.пушкина,Центральный,ул.дачная,Центральный,2606.0,0
195271,2023-07-29 21:56:54,2023-07-29 22:24:35,Первомайская,Северо-Западный,Партизанская,Ленинский,3467.0,0
195272,2023-07-29 21:57:07,NaT,Зеленая,центральный,ул. первомайская,Северо-Западный,4336.0,0
195273,2023-07-29 21:58:03,2023-07-29 22:22:10,Дачная,Центральный,Дзержинского,Центральный,4412.0,0
195274,2023-07-29 21:58:22,2023-07-29 22:33:36,ул.чехова,Заречный,ул.энергетиков,Юго-Восточный,4664.0,0
195275,2023-07-29 22:00:02,2023-07-29 22:29:39,Свердлова,центральный,Некрасова,северо-западный,4333.0,0
195276,2023-07-29 22:01:41,2023-07-29 22:25:17,Железнодорожная,центральный,Ломоносова,Октябрьский,3229.0,0
195277,2023-07-29 22:02:18,2023-07-29 22:16:31,Мичурина,Ленинский,Комарова,Ленинский,3265.0,0
195278,2023-07-29 22:02:20,2023-07-29 22:24:37,кооперативная,Центральный,озерная,юго-восточный,4604.0,0
195279,2023-07-29 22:02:24,2023-07-29 22:20:09,ул.некрасова,северо-западный,ул.гагарина,центральный,4175.0,0
195280,2023-07-29 22:02:44,2023-07-29 22:22:08,овражная,Центральный,сосновая,Юго-Восточный,3330.0,0
195281,2023-07-29 22:02:57,2023-07-29 22:39:46,Буденного,Октябрьский,Строительная,Северо-Западный,4958.0,0
195281,2023-07-29 22:02:57,2023-07-29 22:39:46,Буденного,Октябрьский,Строительная,Северо-Западный,4958.0,0
195282,2023-07-29 22:03:11,2023-07-29 22:27:23,энтузиастов,Центральный,ул.заречная,Юго-Восточный,4558.0,0
195283,2023-07-29 22:03:41,2023-07-29 22:31:57,Гоголя,центральный,Восточная,октябрьский,3953.0,0
195284,2023-07-29 22:04:27,2023-07-29 22:21:59,Свободы,Ленинский,Комарова,Ленинский,3215.0,0
195284,2023-07-29 22:04:27,2023-07-29 22:21:59,Свободы,Ленинский,Комарова,Ленинский,3215.0,0
195285,2023-07-29 22:04:57,2023-07-29 22:46:43,Чкалова,Юго-Восточный,Майская,Октябрьский,4967.0,0
195286,2023-07-29 22:05:03,2023-07-29 22:43:02,ул.гоголя,Центральный,ул.колхозная,Ленинский,4848.0,0
195287,2023-07-29 22:05:10,2023-07-29 22:24:55,ул. солнечная,центральный,ул.сосновая,Юго-Восточный,2730.0,0
195287,2023-07-29 22:05:10,2023-07-29 22:24:55,ул. солнечная,центральный,ул.сосновая,Юго-Восточный,2730.0,0
195288,2023-07-29 22:05:24,2023-07-29 22:42:53,Пионерская,заречный,Ломоносова,Октябрьский,5074.0,0
195289,2023-07-29 22:05:53,NaT,ул.центральная,Юго-Восточный,ул.вокзальная,Юго-Восточный,3267.0,0
195290,2023-07-29 22:07:37,2023-07-29 22:32:03,Новая,Северо-Западный,Первомайская,северо-западный,3032.0,0
195291,2023-07-29 22:08:00,2023-07-29 22:28:10,Нагорная,центральный,ул. совхозная,центральный,2019.0,0
195291,2023-07-29 22:08:00,2023-07-29 22:28:10,Нагорная,центральный,ул. совхозная,центральный,2019.0,0
195292,2023-07-29 22:09:08,2023-07-29 22:41:19,Цветочная,северо-западный,Маяковского,Центральный,4958.0,0
195293,2023-07-29 22:09:16,2023-07-29 22:31:59,Карла Маркса,ленинский,Береговая,Центральный,4756.0,0
195294,2023-07-29 22:09:32,2023-07-29 22:39:31,Чкалова,Юго-Восточный,Пролетарская,центральный,5866.0,0
195295,2023-07-29 22:10:27,2023-07-29 23:00:22,Первомайская,северо-западный,Суворова,Ленинский,5334.0,0
195296,2023-07-29 22:10:38,2023-07-29 22:39:15,Березовая,Северо-Западный,Суворова,Ленинский,4244.0,0
195297,2023-07-29 22:10:44,2023-07-29 22:35:11,парковая,юго-восточный,комарова,Ленинский,4315.0,0
195298,2023-07-29 22:11:01,2023-07-29 22:30:23,Строителей,Центральный,Рабочая,Северо-Западный,4064.0,0
195299,2023-07-29 22:11:55,2023-07-29 22:44:15,ул.луговая,Октябрьский,ул.юбилейная,Юго-Восточный,4995.0,0
195300,2023-07-29 22:13:04,NaT,центральная,Юго-Восточный,чапаева,Северо-Западный,4336.0,0
195301,2023-07-29 22:14:56,2023-07-29 22:53:24,Крупской,Центральный,Свободы,ленинский,4664.0,0
195302,2023-07-29 22:18:19,2023-07-29 22:36:41,Маяковского,Центральный,Энтузиастов,центральный,3527.0,0
195303,2023-07-29 22:19:17,2023-07-29 22:59:29,ул. московская,Северо-Западный,ул.сиреневая,юго-восточный,4592.0,0
195304,2023-07-29 22:19:25,2023-07-29 22:44:50,Комсомольская,заречный,Молодежная,Юго-Восточный,4646.0,0
195305,2023-07-29 22:19:53,2023-07-29 22:37:54,Зеленая,Центральный,ул. парковая,юго-восточный,2651.0,0
195305,2023-07-29 22:19:53,2023-07-29 22:37:54,Зеленая,Центральный,ул. парковая,юго-восточный,2651.0,0
195306,2023-07-29 22:20:04,2023-07-29 22:53:57,суворова,ленинский,шоссейная,Заречный,6523.0,0
195307,2023-07-29 22:21:45,2023-07-29 22:57:32,Овражная,Центральный,Ломоносова,Октябрьский,4692.0,0
195308,2023-07-29 22:22:31,2023-07-29 22:46:51,Комсомольская,Заречный,ул. гагарина,центральный,3490.0,0
195309,2023-07-29 22:23:58,2023-07-29 22:48:47,северная,Центральный,центральная,юго-восточный,3940.0,0
195310,2023-07-29 22:27:24,2023-07-29 22:55:36,Буденного,октябрьский,Овражная,Центральный,3929.0,0
195311,2023-07-29 22:27:37,2023-07-29 22:52:07,пионерская,Заречный,комсомольская,Заречный,2566.0,0
195312,2023-07-29 22:29:07,2023-07-29 22:50:25,Чапаева,северо-западный,Лермонтова,Ленинский,3680.0,0
195313,2023-07-29 22:29:19,2023-07-29 22:57:34,Чехова,Заречный,Энергетиков,юго-восточный,3738.0,0
195314,2023-07-29 22:29:33,2023-07-29 22:49:48,Луговая,Октябрьский,ул. шоссейная,Заречный,4232.0,0
195315,2023-07-29 22:29:54,2023-07-29 22:44:41,Октябрьская,Заречный,Северная,Центральный,2350.0,0
195316,2023-07-29 22:30:44,2023-07-29 22:45:18,Южная,центральный,ул. калинина,Ленинский,2396.0,0
195317,2023-07-29 22:33:11,2023-07-29 23:05:23,маяковского,центральный,космонавтов,Юго-Восточный,5724.0,0
195318,2023-07-29 22:33:15,2023-07-29 22:51:47,дзержинского,Центральный,московская,Северо-Западный,3025.0,0
195319,2023-07-29 22:36:09,2023-07-29 22:58:45,Пушкина,Центральный,Солнечная,центральный,3221.0,0
195320,2023-07-29 22:36:18,2023-07-29 22:48:52,пушкина,центральный,заводская,северо-западный,2084.0,0
195321,2023-07-29 22:36:26,2023-07-29 22:52:28,ул. дачная,Центральный,ул.железнодорожная,центральный,2656.0,0
195322,2023-07-29 22:37:05,2023-07-29 22:52:40,Ленина,ленинский,Восточная,Октябрьский,2998.0,0
195322,2023-07-29 22:37:05,2023-07-29 22:52:40,Ленина,ленинский,Восточная,Октябрьский,2998.0,0
195323,2023-07-29 22:38:43,2023-07-29 23:04:40,Пионерская,Заречный,Березовая,Северо-Западный,4184.0,0
195324,2023-07-29 22:38:53,2023-07-29 22:52:27,Вокзальная,Юго-Восточный,Ленина,Ленинский,1971.0,0
195325,2023-07-29 22:41:46,2023-07-29 23:13:08,Октябрьская,Заречный,Красноармейская,Юго-Восточный,5372.0,0
195325,2023-07-29 22:41:46,2023-07-29 23:13:08,Октябрьская,Заречный,Красноармейская,Юго-Восточный,5372.0,0
195326,2023-07-29 22:42:14,2023-07-29 23:38:01,Гагарина,Центральный,Октябрьская,Заречный,5269.0,0
195327,2023-07-29 22:42:27,2023-07-29 23:05:05,Гагарина,Центральный,Восточная,Октябрьский,4075.0,0
195328,2023-07-29 22:43:30,2023-07-29 22:55:31,Куйбышева,центральный,Труда,Центральный,2151.0,0
195329,2023-07-29 22:44:52,2023-07-29 23:26:15,Лермонтова,Ленинский,Комсомольская,заречный,4637.0,0
195330,2023-07-29 22:45:39,2023-07-29 23:09:24,Подгорная,ленинский,Лермонтова,Ленинский,3859.0,0
195331,2023-07-29 22:45:44,2023-07-29 23:11:50,Московская,Северо-Западный,Суворова,Ленинский,4541.0,0
195332,2023-07-29 22:46:41,2023-07-29 23:14:37,ул.комсомольская,заречный,ул.кирова,Ленинский,3913.0,0
195333,2023-07-29 22:47:02,2023-07-29 23:06:14,Восточная,Октябрьский,Ломоносова,Октябрьский,2426.0,0
195334,2023-07-29 22:47:21,2023-07-29 23:09:51,Красноармейская,Юго-Восточный,Суворова,ленинский,3.0,0
195335,2023-07-29 22:49:21,2023-07-29 23:08:55,Комсомольская,заречный,Нагорная,Центральный,3590.0,0
195336,2023-07-29 22:50:36,2023-07-29 23:15:23,Дорожная,Юго-Восточный,Почтовая,Юго-Восточный,3119.0,0
195337,2023-07-29 22:51:33,2023-07-29 23:17:47,красная,Северо-Западный,колхозная,Ленинский,4043.0,0
195338,2023-07-29 22:53:02,2023-07-29 23:22:27,Строителей,Центральный,Красная,Северо-Западный,5526.0,0
195339,2023-07-29 22:54:06,2023-07-29 23:37:29,Набережная,Центральный,Первомайская,Северо-Западный,4895.0,0
195340,2023-07-29 22:54:09,2023-07-29 23:32:41,Мира,Центральный,ул. березовая,северо-западный,4019.0,0
195341,2023-07-29 22:54:14,2023-07-29 23:16:53,Степная,Центральный,Заводская,северо-западный,3973.0,0
195342,2023-07-29 22:54:30,2023-07-29 23:06:24,Сосновая,юго-восточный,Некрасова,Северо-Западный,2339.0,0
195343,2023-07-29 22:54:57,2023-07-29 23:25:40,дзержинского,Центральный,заречная,юго-восточный,4039.0,0
195344,2023-07-29 22:55:39,2023-07-29 23:55:16,Свободы,Ленинский,Шоссейная,Заречный,8507.0,0
195345,2023-07-29 22:57:03,2023-07-29 23:25:46,Степная,центральный,Комсомольская,Заречный,4050.0,0
195346,2023-07-29 22:57:16,2023-07-29 23:33:17,Горького,Юго-Восточный,Комарова,Ленинский,3257.0,0
195347,2023-07-29 22:57:23,2023-07-29 23:26:34,Дорожная,Юго-Восточный,ул. лесная,юго-восточный,3.0,0
195348,2023-07-29 22:58:21,2023-07-29 23:18:51,Строителей,Центральный,Пионерская,заречный,3075.0,0
195349,2023-07-29 22:58:22,2023-07-29 23:15:36,Зеленая,Центральный,Первомайская,Северо-Западный,2344.0,0
195350,2023-07-29 22:58:23,2023-07-29 23:18:38,Партизанская,Ленинский,Суворова,ленинский,3050.0,0
195351,2023-07-29 22:58:24,2023-07-29 23:24:15,Рябиновая,Северо-Западный,Буденного,Октябрьский,4292.0,0
195351,2023-07-29 22:58:24,2023-07-29 23:24:15,Рябиновая,Северо-Западный,Буденного,Октябрьский,4292.0,0
195352,2023-07-29 22:58:32,2023-07-29 23:30:22,Маяковского,Центральный,ул. новая,Северо-Западный,3380.0,0
195353,2023-07-29 23:04:00,2023-07-29 23:24:59,Комарова,Ленинский,Ломоносова,октябрьский,3046.0,0
195354,2023-07-29 23:05:16,2023-07-29 23:39:57,Спортивная,октябрьский,Рабочая,северо-западный,4682.0,0
195355,2023-07-29 23:05:38,2023-07-29 23:39:06,Дзержинского,Центральный,Чехова,Заречный,5338.0,0
195355,2023-07-29 23:05:38,2023-07-29 23:39:06,Дзержинского,Центральный,Чехова,Заречный,5338.0,0
195356,2023-07-29 23:06:52,2023-07-29 23:19:23,Матросова,центральный,Северная,Центральный,2460.0,0
195357,2023-07-29 23:08:04,2023-07-29 23:46:48,Чехова,Заречный,Колхозная,Ленинский,5914.0,0
195358,2023-07-29 23:08:37,2023-07-29 23:26:30,ул.майская,Октябрьский,ул.трудовая,центральный,2807.0,0
195359,2023-07-29 23:10:11,2023-07-29 23:38:13,ул. овражная,центральный,ул.степная,Центральный,2904.0,0
195359,2023-07-29 23:10:11,2023-07-29 23:38:13,ул. овражная,центральный,ул.степная,Центральный,2904.0,0
195360,2023-07-29 23:11:04,2023-07-29 23:28:57,Космонавтов,юго-восточный,Карла Маркса,Ленинский,2448.0,0
195361,2023-07-29 23:11:10,2023-07-29 23:44:35,ул. юбилейная,юго-восточный,ул.шевченко,Юго-Восточный,2897.0,0
195362,2023-07-29 23:11:54,2023-07-29 23:44:41,Красная,Северо-Западный,Новая,Северо-Западный,4706.0,0
195363,2023-07-29 23:12:26,2023-07-29 23:45:42,Гагарина,Центральный,Рябиновая,Северо-Западный,5013.0,0
195364,2023-07-29 23:14:05,2023-07-29 23:46:43,Гагарина,Центральный,Буденного,Октябрьский,2981.0,0
195365,2023-07-29 23:15:24,2023-07-30 00:03:26,ул.космонавтов,Юго-Восточный,ул.труда,Центральный,4188.0,0
195366,2023-07-29 23:18:36,2023-07-29 23:50:00,ул.полевая,Ленинский,ул.спортивная,октябрьский,5013.0,0
195367,2023-07-29 23:19:14,2023-07-29 23:45:13,Колхозная,ленинский,Мира,Центральный,2987.0,0
195368,2023-07-29 23:19:53,2023-07-29 23:52:14,Восточная,Октябрьский,Школьная,Северо-Западный,4087.0,0
195369,2023-07-29 23:21:35,2023-07-29 23:55:27,Степная,центральный,Березовая,Северо-Западный,6257.0,0
195370,2023-07-29 23:23:03,2023-07-29 23:49:17,кирова,ленинский,ул.новая,Северо-Западный,3651.0,0
195371,2023-07-29 23:25:05,2023-07-29 23:57:44,Буденного,октябрьский,Западная,Ленинский,4806.0,0
195372,2023-07-29 23:25:57,2023-07-29 23:47:55,Гагарина,центральный,Карла Маркса,ленинский,3829.0,0
195373,2023-07-29 23:26:24,2023-07-30 00:11:33,степная,центральный,школьная,Северо-Западный,3203.0,0
195374,2023-07-29 23:27:10,2023-07-29 23:45:17,Спортивная,октябрьский,Ломоносова,октябрьский,2675.0,0
195375,2023-07-29 23:27:51,2023-07-29 23:51:25,Чехова,заречный,Вишневая,Юго-Восточный,3596.0,0
195376,2023-07-29 23:28:46,2023-07-29 23:52:39,ул. луговая,Октябрьский,ул.береговая,Центральный,2630.0,0
195377,2023-07-29 23:30:06,2023-07-29 23:40:41,Северная,центральный,Пионерская,заречный,1922.0,0
195378,2023-07-29 23:30:45,2023-07-29 23:53:06,Подгорная,Ленинский,Мира,Центральный,3079.0,0
195379,2023-07-29 23:31:12,2023-07-29 23:57:32,Гоголя,Центральный,Заречная,Юго-Восточный,4.0,0
195380,2023-07-29 23:31:47,2023-07-29 23:57:53,Карла Маркса,ленинский,Строительная,Северо-Западный,3550.0,0
195381,2023-07-29 23:32:17,2023-07-30 00:06:19,Московская,Северо-Западный,Вокзальная,Юго-Восточный,6148.0,0
195382,2023-07-29 23:32:36,2023-07-30 00:02:47,сиреневая,Юго-Восточный,чехова,Заречный,4086.0,0
195383,2023-07-29 23:35:28,2023-07-29 23:56:23,ул. колхозная,ленинский,ул.майская,Октябрьский,3667.0,0
195384,2023-07-29 23:36:23,2023-07-29 23:59:44,Железнодорожная,Центральный,Майская,Октябрьский,nan,0
195385,2023-07-29 23:36:50,2023-07-29 23:49:27,Комсомольская,заречный,Шоссейная,заречный,2288.0,0
195386,2023-07-29 23:39:03,2023-07-30 00:03:09,ул.буденного,Октябрьский,ул.молодежная,юго-восточный,3819.0,0
195386,2023-07-29 23:39:03,2023-07-30 00:03:09,ул.буденного,Октябрьский,ул.молодежная,юго-восточный,3819.0,0
195387,2023-07-29 23:39:05,2023-07-30 00:00:01,Пионерская,заречный,Свободы,Ленинский,3299.0,0
195388,2023-07-29 23:42:13,2023-07-30 00:07:28,ул.железнодорожная,Центральный,ул.березовая,Северо-Западный,4120.0,0
195389,2023-07-29 23:42:54,2023-07-30 00:13:46,колхозная,ленинский,восточная,Октябрьский,4374.0,0
195390,2023-07-29 23:44:55,2023-07-30 00:22:11,Цветочная,северо-западный,Пролетарская,Центральный,4437074.0,0
195391,2023-07-29 23:46:30,2023-07-30 00:12:38,ул.куйбышева,Центральный,ул.березовая,северо-западный,4038.0,0
195392,2023-07-29 23:48:56,2023-07-30 00:17:29,Садовая,Заречный,Первомайская,Северо-Западный,5047.0,0
195393,2023-07-29 23:49:05,2023-07-30 00:26:37,Советская,Центральный,Солнечная,центральный,2566.0,0
195394,2023-07-29 23:50:18,2023-07-30 00:12:53,Пушкина,Центральный,ул. первомайская,Северо-Западный,3414.0,0
195395,2023-07-29 23:51:02,2023-07-30 00:18:55,ул. садовая,Заречный,ул.калинина,ленинский,4380.0,0
195396,2023-07-29 23:51:16,2023-07-30 00:03:12,Трудовая,Центральный,ул. дачная,центральный,2124.0,0
